4	4	3	0	3	3	2	0	4	2	0	0	3	3	2	0.140191120407938	1.11884529140814	1.11465437900181	-0.070733956901758
3	4	0	0	1	1	0	0	4	3	1	2	2	2	4	0.344987525085699	0.80092531475194	1.26823449967133	0.153367117767619
2	1	0	0	1	1	3	0	1	2	0	0	2	3	2	0.305468575500076	0.792188148544411	0.856655925987247	0.0798431526490418
4	4	0	0	1	2	0	0	4	3	3	0	2	2	3	0.408460406165336	1.13859791804376	1.01910096906082	0.0644697707186999
4	3	0	0	4	1	0	0	1	2	3	0	2	2	3	0.355661735724494	1.16024939491805	1.2188578839203	-0.0396822226718239
1	4	0	0	1	3	0	0	1	2	0	0	2	2	2	0.43613931583512	1.13869084496425	0.907913935414686	0.155543717231714
4	4	0	0	4	3	2	0	3	1	0	0	2	3	2	0.433854304396767	0.913914877235079	1.38286320190475	0.214180303669375
4	4	0	0	3	1	0	0	1	3	0	0	2	2	2	0.47936607236371	1.08696882421028	1.09777033125911	0.0040195910000347
4	4	0	0	2	2	1	4	4	4	0	0	2	4	2	0.450022748130746	1.27542255983914	1.21598459398634	0.0309909392055469
4	4	0	0	1	4	4	2	1	4	1	0	2	4	3	0.448733132924735	0.931960852680808	1.2241954482302	0.0839915227894681
3	1	0	0	2	1	0	0	1	2	0	0	2	2	2	0.422216253848872	0.833771703998532	1.16015822433372	0.157501190765324
4	3	0	0	1	1	3	0	2	1	0	0	2	3	2	0.42387440933697	1.1669616589049	1.09985184999474	0.322511559018546
1	1	0	0	1	1	0	0	2	4	3	3	2	2	4	0.516426171351012	0.630543458832845	0.773983321644293	0.232710875599459
1	2	0	0	3	3	3	1	3	1	1	1	2	4	4	0.354517173335007	0.770181731545367	1.10504516197397	0.2418313838574
3	4	0	0	1	4	4	1	2	2	3	0	2	4	3	0.456725463065406	0.884776796546181	0.596928560681648	0.0657121627481085
2	3	0	0	2	3	0	0	2	3	3	0	2	2	3	0.437883607090728	1.17349441211433	1.34260146299816	0.113773372381944
4	4	0	0	3	1	0	0	1	2	0	0	2	2	2	0.541970624571325	0.930841210790459	1.13028411435972	0.131298523044215
1	3	0	0	3	1	0	0	1	1	4	2	2	2	4	0.462969835257135	1.12306412280384	0.95616152321086	0.0248546542572837
2	4	0	0	2	1	2	0	1	2	0	0	2	3	2	0.493737412893955	0.70877413055148	0.954953200400744	0.264995768924933
4	4	1	0	2	3	0	0	1	4	2	0	3	2	3	0.323442174495416	1.29319326276272	1.09396952338397	-0.0222545358710103
3	3	0	0	3	2	0	0	3	1	0	0	2	2	2	0.508925047025146	1.00183061399084	1.1470045398038	0.194549177051642
1	2	0	0	3	3	0	0	4	4	4	0	2	2	3	0.443674503928986	0.597964461666108	1.2490393001969	0.357347441956828
2	3	0	0	2	3	2	3	4	1	2	1	2	4	4	0.455071244101116	0.723442660141155	0.83585297318058	-0.0156743524928879
3	3	0	0	3	4	0	0	3	1	3	0	2	2	3	0.462320406110269	0.591350817106873	0.97658236725683	0.142430374055913
3	4	0	0	2	4	3	0	4	4	4	2	2	3	4	0.512629331519356	0.821250841969773	1.22964334868964	0.110164615928183
2	4	0	0	1	4	4	2	2	2	2	0	2	4	3	0.44783849999814	1.03147823560565	1.15144328390117	0.453071849961321
3	4	0	0	2	4	1	0	2	1	2	0	2	3	3	0.50273580344357	0.932323586790613	1.2320954477545	0.135855208543996
4	4	0	0	3	2	2	2	2	4	0	0	2	4	2	0.604467391719575	0.653311739871846	0.673613385323379	0.103679226037357
4	4	0	0	1	3	2	0	2	3	4	2	2	3	4	0.563019179156554	0.990513270195025	1.03645947384652	0.26241298430895
1	1	0	0	3	3	3	0	1	3	0	0	2	3	2	0.45630622210693	1.33644395651013	1.13991893479555	0.180620461476335
2	1	0	0	3	3	0	0	1	2	0	0	2	2	2	0.641146841965196	0.883548594905405	0.489712650260443	0.0220989514057331
2	4	0	0	2	2	3	0	4	2	4	0	2	3	3	0.523887820943867	0.888437349037906	0.950325748422475	0.165377867723933
2	1	0	0	3	4	0	0	2	1	2	2	2	2	4	0.427129200292081	1.15002585220783	1.01845674031761	0.0657811373341184
2	4	0	0	2	2	0	0	1	3	0	0	2	2	2	0.55290360085315	0.93257656542308	1.18706353810262	0.220846736199539
1	4	0	0	2	4	0	0	1	2	1	0	2	2	3	0.567607268426428	0.683297381696093	1.17919030555786	0.249469093284906
4	1	0	0	1	1	1	0	4	3	3	3	2	3	4	0.505931249100271	0.870388515453653	0.625186795414746	0.275054422510636
2	1	0	0	1	2	0	0	3	2	1	0	2	2	3	0.525081990532669	0.667520743484529	1.12972991170811	0.179374696697104
2	4	0	0	1	1	2	0	3	4	0	0	2	3	2	0.53370437032143	0.922812984728623	1.00950528863627	0.203629494689649
1	4	0	0	1	2	2	2	3	1	2	0	2	4	3	0.564574407208604	1.2761136261293	1.20003427343078	0.0281387699798723
3	3	0	0	2	3	0	0	1	1	0	0	2	2	2	0.544249172735108	1.21502791373176	1.07747663265629	0.163335845817039
3	1	0	0	2	3	0	0	4	4	0	0	2	2	2	0.5041036473307	1.11209002473131	1.2870090651895	0.0985729781139953
2	4	0	0	1	2	2	0	2	4	4	1	2	3	4	0.543264756394679	0.965314515455474	0.915563393880729	0.264318206560782
3	4	0	0	3	1	0	0	2	1	2	0	2	2	3	0.603749094641373	0.972618650446146	1.00894539250636	0.134512928716743
4	1	0	0	4	4	2	0	4	1	2	0	2	3	3	0.475019994618023	0.837602042429327	1.29579408903999	0.18760301215044
1	4	0	0	2	2	0	0	1	4	3	3	2	2	4	0.623320621946925	0.91288802308597	0.853059173401651	0.218702940289078
1	4	0	0	3	3	0	0	3	4	4	0	2	2	3	0.638834362640224	0.582308782842548	1.30416597014242	0.266543151206789
4	3	0	0	3	1	0	0	2	3	0	0	2	2	2	0.531003373428633	0.853209590471525	1.41589291170903	0.0585110923257253
2	1	0	0	2	2	4	0	1	2	2	3	2	3	4	0.442343073917274	1.17743878606417	0.999041413072938	0.280104176079989
3	4	0	0	3	2	0	0	4	1	0	0	2	2	2	0.635332834820906	0.804533090604086	0.944188841341072	0.322009187356156
4	3	0	0	3	1	0	0	3	1	0	0	2	2	2	0.534250976888008	0.97344304386654	1.02280654418736	0.162149244969398
2	4	0	0	1	4	0	0	3	3	2	0	2	2	3	0.524683100344576	1.09843664563611	1.0936427651628	0.257993586070721
1	4	0	0	1	1	0	0	1	3	4	3	2	2	4	0.625670898453135	1.03589390294563	0.980673385271187	0.238381102871418
2	1	0	0	3	1	0	0	3	3	0	0	2	2	2	0.660863001934573	0.811883705753247	0.624758436690467	0.126466466018264
