W1,W2,R,t,sigma_max,mass,runtime
0.453176028299914,0.109102921580769,0.0508914298606138,0.0185248342857296,33.511278,38.8174083192451,22.15600014
0.545083441366697,0.173166188957193,0.0494306299141618,0.0143019966639051,57.556616,41.3422221454721,26.77399993
0.511915597766306,0.13266353897936,0.043734946296771,0.0170389965445772,42.156568,45.0609756520344,24.49600005
0.521146897366059,0.145586298412217,0.0565243272845979,0.0189022034536227,36.736828,51.2573169640493,24.26200008
0.448400328851785,0.147369679234735,0.0510960153343128,0.0162796851502218,47.511308,31.6310604691275,19.95899987
0.432461592591552,0.147673632758492,0.0477086543823602,0.0199142978955426,40.721792,35.63868819952,20.08500004
0.445803330679814,0.13655090728887,0.041866497576565,0.0117895025632672,66.273332,22.9787147070738,21.93099999
0.416785282978199,0.199920215352437,0.0477548253556838,0.0162452928466046,75.713456,23.5507664091055,20.05899978
0.568759708267949,0.164784414177368,0.041473026984645,0.0167494529424127,49.330544,53.67178720985,31.81799984
0.573101133262464,0.106323189845989,0.0436266942796448,0.0117054660496559,52.497352,40.1442044250122,28.86199999
0.534888712160147,0.117979537589831,0.0589156719647093,0.011534735893765,51.721076,34.0005016175417,26.59500003
0.444739574201886,0.137227904588088,0.0558481494892706,0.0114292255855346,62.322704,22.1728837711215,22.16599989
0.519503641458392,0.150561312345853,0.042363942697647,0.0108790033399918,72.733808,29.0913806389758,24.64400005
0.457762791183869,0.190166946940521,0.0593976313858817,0.0192224838910317,49.412668,36.1520469362179,23.29200006
0.484447648397391,0.128098950742108,0.0518131969861804,0.0185335449634797,36.149352,43.8067781341663,25.25300002
0.430420245547519,0.158195063851608,0.053223094836783,0.0134465793897357,62.206536,23.3582301012491,21.06800008
0.442294327122643,0.198810529265773,0.0445916635852455,0.0108719630681136,107.216928,18.3787700398803,20.98000002
0.407864291099753,0.193278206561654,0.0586936901030133,0.0132229260264653,83.426504,18.527302252066,20.67199993
0.455828502916258,0.154276599818217,0.0506184137522628,0.010662569562931,75.493536,21.249484972093,22.76399994
0.490568605842555,0.173550324438793,0.0400932051925947,0.0108389907492462,86.64652,24.6861733648612,25.00699997
0.463455228654516,0.190879581771449,0.0594653792600753,0.0171313912149635,55.099548,33.1396076609163,23.04299998
0.565412788884214,0.1929818089876,0.057394379061835,0.0139731917473788,60.226872,42.7312907520381,29.546
0.426336796785007,0.127514149737636,0.052607473281194,0.0150756743743016,46.221152,27.0434828775386,22.78299999
0.415565831597361,0.173747149218089,0.0416945168411856,0.0125520278057311,83.623832,19.3690788096208,20.47399998
0.578349790426745,0.138375876485989,0.0524434789252812,0.0171412198065792,39.130136,58.4867480502018,31.87299991
