W1,W2,R,t,sigma_max,mass,runtime
0.5816896268625934,0.1611842966308557,0.056239484453774594,0.010000745950040907,603.6918473960595,33.813132166214864,4.831799803940694
0.5681100800431804,0.1971538916396656,0.05468715840318317,0.014623609094929303,612.8725106805887,44.93585151894304,5.177830584771159
0.4121453693145536,0.19594481635590807,0.05107924859504536,0.018702181440461714,603.4374211616046,26.667758042364994,4.9872180479358095
0.4626480740646049,0.1771958034615553,0.04349849408400446,0.010819983855626887,602.8207132118512,21.390568714125713,5.1417343906055395
0.5242505454493929,0.15025148147699094,0.04957669596145744,0.01947465310324121,594.1490349729335,53.16849678906583,5.008330023611109
0.5285275016221092,0.17168889329035206,0.0574327615920524,0.010201780341071357,604.6099319151018,27.607841866601326,4.611137135609967
0.5648046207722226,0.19758305446348884,0.040681250151840896,0.011634535858768643,613.6624898178185,35.22308994598712,5.049816576153917
0.504663052799556,0.18682387386358096,0.056267838001647405,0.014252617461098351,606.9327754843484,33.935192543777504,5.253905319701195
0.5022900381658001,0.1658228685047762,0.043971660039176914,0.012749278779348167,600.5295267125138,31.01007489027539,4.8928796390184965
0.4489437885198045,0.10772327816167428,0.04105351995029951,0.01284574787367186,575.3380370391814,26.402192066632328,4.918615726192989
0.5983441337270208,0.12641622586924892,0.0408281595296968,0.014825096483180002,589.8909403219509,54.820798866016275,4.831202680115452
0.4294947004531044,0.17005008639557861,0.04322702175616495,0.01918598114483361,596.2812775860094,32.314111301865815,5.023112734737163
0.4906665480815034,0.16055290150997625,0.05918264987512266,0.019978537350530876,596.0512604904546,46.54726210166224,5.183957325104582
0.5421717767351325,0.15644419124923298,0.058039463750340796,0.014221696040920231,598.8769543503104,41.50093167614978,5.003372076122808
0.4022494489586184,0.1826760027801773,0.056026963929458294,0.017480949937275846,599.4258627928164,24.374799542039444,4.876266928346031
0.47493708596998024,0.17427227504705148,0.05541834737450915,0.010260567641653165,602.7421474529955,21.70333459192793,4.989803481467584
0.41708980007636226,0.1029670023187312,0.04595717131899457,0.01624277280685034,570.61729655598,28.736737374621153,5.292335473892709
0.4019084865030189,0.14848538182536586,0.05522827457954395,0.011712648085305215,589.5841141825118,17.72686574648797,4.963345935471361
0.5372873027462666,0.10736991847795768,0.042950174648177034,0.015807612121728737,578.7445363725136,47.3831346221855,5.1976623144143135
0.5421829248489716,0.15431187015185846,0.0579122132916196,0.019175684905543333,596.630289618576,56.096452787093995,4.821023111230583
0.46537327057159766,0.12979921305990821,0.0552807680153367,0.014311013187206269,584.9564328496471,30.970561159148655,5.09541479914583
0.4979018333469337,0.17197498497763083,0.040233966748266466,0.01751083180644079,600.9086857251701,41.3557675295441,5.082931166873926
0.4154461178519847,0.15106749821354176,0.046936507330699824,0.01873666833684322,589.1009496895559,30.403356986849936,4.933837610672692
0.4662618556205748,0.19768400707116324,0.057958244602052233,0.015281043896339127,607.8031627240499,29.54825096438774,5.034390287520575
0.5282906602447671,0.19391206092387947,0.05750411241776758,0.01730919561768777,609.2475270130628,45.27647031251603,5.392339856951302
0.43883927057520855,0.17334332289230786,0.04400843506233578,0.014514835185835457,599.2509017157467,25.54370574439618,4.854020736917306
0.4981910407458289,0.11940594039857245,0.04768197088639332,0.017962484514086115,581.2631630700063,45.477131359518644,5.128961102074706
0.40165210715411515,0.1503185735939929,0.05082354069245236,0.011580779293749515,590.2591269882921,17.42046951021452,5.038806747587348
0.4538314438367213,0.16648669743371497,0.05813730482775955,0.018194951333296572,596.7328440053736,35.16868333171981,4.953542088939328
0.4464652586716107,0.16855713754126947,0.05380772445693766,0.017937386525972557,597.0977168074527,33.23157951077133,5.032594398085362
0.44348063297562623,0.19009126245104682,0.05936603543425953,0.013759785087638856,604.9456634525002,23.96960719525114,4.691570780691014
0.5447347041163257,0.13451874610696574,0.05180432448957693,0.011420991288529888,591.6234925571329,34.44043911364302,4.7203433573995754
0.43456662114189093,0.10648368372223736,0.04155664918703111,0.015546157156366798,573.2490593625987,29.865781515380345,5.028523916380971
